Deposit Date,1st receipt#,last receipt#, total deposit ,# receipts,VOID,Number of Visitors,Inspection Stops,Inspection Requests
2/19/2015,257723,257754,"$65,266.41 ",32,,75,,
2/20/2015,257755,257764,"$5,757.09 ",10,,CLOSED,,
2/23/2015,257765,257803,"$68,346.33 ",39,,82,,
2/24/2015,257804,257838,"$42,596.01 ",35,,57,,
2/25/2015,257839,257871,"$54,025.96 ",33,,50,,
2/26/2015,257872,257900,"$32,041.38 ",29,,62,,
2/27/2015,257901,257902,$769.00 ,2,,CLOSED,,
3/2/2015,257903,257938,"$60,998.59 ",36,,70,,
3/3/2015,257939,257969,"$21,673.68 ",31,,65,,
3/4/2015,257970,258011,"$45,810.27 ",42,,50,,
3/5/2015,258012,258044,"$36,512.52 ",33,,52,,
3/6/2015,258045,258049,"$1,230.28 ",5,,CLOSED,,
3/9/2015,258050,258081,"$63,831.41 ",32,,60,,
3/10/2015,258082,258111,"$23,536.83 ",30,,81,,
3/11/2015,258112,258135,"$51,826.61 ",24,,40,,
3/12/2015,258136,258172,"$439,119.69 ",37,,76,,
3/13/2015,258173,258180,"$15,152.37 ",8,,CLOSED,,
3/16/2015,258181,258217,"$130,775.98 ",37,,70,,
3/17/2015,258218,258253,"$29,252.87 ",36,,68,,
3/18/2015,258254,258283,"$21,637.49 ",30,,60,,
3/19/2015,258284,258316,"$59,426.25 ",33,,59,,
3/20/2015,258317,258328,"$9,989.77 ",12,,CLOSED,,
3/23/2015,258329,258379,"$48,046.30 ",51,,65,,
3/24/2015,258380,258409,"$106,861.36 ",30,,53,,
3/25/2015,258410,258430,"$11,265.94 ",21,,52,,
3/26/2015,258431,258461,"$28,052.36 ",31,,72,,
3/27/2015,258462,258464,$635.39 ,3,,CLOSED,,
3/30/2015,258465,258496,"$404,532.83 ",32,,55,,
3/31/2015,258497,258531,"$80,105.96 ",35,,74,,
4/1/2015,258532,258557,"$31,496.03 ",26,,52,,
4/2/2015,258558,258594,"$39,193.96 ",37,,56,,
4/3/2015,258595,258600,"$1,549.56 ",6,,CLOSED,,
4/6/2015,258601,258648,"$433,423.24 ",48,,75,,
4/7/2015,258649,258675,"$23,289.80 ",27,,52,,
4/8/2015,258676,258711,"$38,543.86 ",36,,55,,
4/9/2015,258712,258749,"$31,725.96 ",38,,52,,
4/10/2015,258750,258751,$723.64 ,2,,CLOSED,,
4/13/2015,258752,258792,"$40,514.17 ",41,,67,,
4/14/2015,258793,258819,"$74,348.48 ",27,,55,,
4/15/2015,258820,258848,"$98,881.21 ",29,,80,,
4/16/2015,258849,258890,"$37,623.13 ",42,,56,,
4/17/2015,258891,258896,"$4,526.52 ",6,,CLOSED,,
4/20/2015,258897,258930,"$50,925.49 ",34,,58,,
4/21/2015,258931,258961,"$31,130.09 ",31,,42,,
4/22/2015,258962,258982,"$29,598.06 ",21,,49,,
4/23/2015,258983,259010,"$26,232.72 ",28,,45,,
4/24/2015,259011,259013,$560.52 ,3,,CLOSED,,
4/27/2015,259014,259043,"$30,912.82 ",30,,60,,
4/28/2015,259044,259080,"$21,027.94 ",37,,60,,
4/29/2015,259081,259085,"$17,705.96 ",5,,11,,
4/30/2015,259086,259124,"$62,811.53 ",39,,75,,
5/1/2015,259125,259128,"$1,167.03 ",4,,CLOSED,,
5/4/2015,259129,259162,"$20,900.98 ",34,,79,,
5/5/2015,259163,259184,"$27,903.14 ",22,,51,,
5/6/2015,259185,259210,"$49,421.70 ",26,,56,,
5/7/2015,259211,259238,"$202,106.47 ",28,,45,,
5/8/2015,259239,259242,"$23,718.09 ",4,,CLOSED,,
5/11/2015,259243,259284,"$26,836.10 ",42,,80,,
5/12/2015,259285,259315,"$35,094.90 ",31,,60,,
5/13/2015,259316,259355,"$56,062.03 ",40,,53,,
5/14/2015,259356,259378,"$12,501.98 ",23,,62,,
5/15/2015,259379,259395,"$44,743.30 ",17,,CLOSED,,
5/18/2015,259396,259431,"$50,440.81 ",36,,60,,
5/19/2015,259432,259470,"$38,813.02 ",39,,42,,
5/20/2015,259471,259494,"$34,503.97 ",24,,42,,
5/21/2015,259495,259530,"$61,666.38 ",36,,65,,
5/22/2015,259531,259533,"$4,158.85 ",3,,CLOSED,,
5/25/2015,,,,1,,HOLIDAY,,
5/26/2015,259534,259571,"$65,166.52 ",38,,60,,
5/27/2015,259572,259594,"$55,857.69 ",23,,66,,
5/28/2015,259295,259630,"$57,629.19 ",336,,66,,
5/29/2015,259631,259637,"$4,184.77 ",7,,CLOSED,,
6/1/2015,259638,259672,,35,,76,,
6/2/2015,259673,259710,"$49,949.27 ",38,,67,,
6/3/2015,259711,259735,"$106,165.99 ",25,,57,,
6/4/2015,259736,259776,"$60,326.17 ",41,,62,,
6/5/2015,259777,259780,"$1,422.29 ",4,,CLOSED,,
6/8/2015,259781,259822,"$45,172.51 ",42,,73,,
6/9/2015,259823,259858,"$69,770.95 ",36,,53,,
6/10/2015,259859,259884,"$80,878.05 ",26,,54,,
6/11/2015,259885,259925,"$52,028.86 ",41,,60,,
6/12/2015,259926,259929,"$2,756.14 ",4,,CLOSED,,
6/15/2015,259930,259958,"$59,590.91 ",29,,33,,
6/16/2015,259959,259996,"$59,484.96 ",38,,78,,
6/17/2015,259997,260021,,25,,51,,
6/18/2015,260024,260065,"$181,333.12 ",42,,65,,
6/19/2015,260066,260067,"$2,259.46 ",2,,CLOSED,,
6/22/2015,260068,260103,"$38,666.06 ",36,,70,,
6/23/2015,260104,260145,"$58,148.25 ",42,,63,,
6/24/2015,260146,260166,"$9,931.26 ",21,,60,,
6/25/2015,260167,260195,"$19,061.10 ",29,,66,,
6/26/2015,260196,260205,"$2,376.97 ",10,,0,,
6/29/2015,260206,260234,"$38,619.30 ",29,,60,,
6/30/2015,260235,260262,"$76,194.86 ",28,,42,,
7/1/2015,260263,260287,"$37,952.65 ",25,,54,69,144
7/2/2015,260288,260322,"$23,287.58 ",35,,72,66,137
7/3/2015,,,,1,,Holiday,,Holiday
7/6/2015,260323,260347,"$50,769.60 ",25,,49,50,100
7/7/2015,260348,260388,"$35,834.63 ",41,,63,85,166
7/8/2015,260389,260409,"$18,897.06 ",21,,53,72,135
7/9/2015,260410,260436,"$30,301.31 ",27,,51,68,137
7/10/2015,260437,260440,"$4,762.91 ",4,,0,52,120
7/13/2015,260441,260473,"$34,633.22 ",33,,54,40,80
7/14/2015,260474,260519,"$27,088.53 ",46,,51,65,128
7/15/2015,260520,260541,"$10,826.43 ",22,,37,64,132
7/16/2015,260542,260574,"$34,047.85 ",33,,62,66,140
7/17/2015,260576,260579,$431.60 ,4,,0,50,99
7/20/2015,260580,260623,"$41,311.21 ",44,,62,39,78
7/21/2015,260624,260657,"$32,833.83 ",34,,30,68,126
7/22/2015,260658,260686,"$19,717.01 ",29,,88,59,132
7/23/2015,260687,260719,"$52,795.27 ",33,,49,65,175
7/24/2015,260720,260726,"$1,701.76 ",7,,0,66,151
7/27/2015,260727,260773,"$30,441.35 ",47,,81,36,60
7/28/2015,260774,260797,"$23,211.96 ",24,,45,72,137
7/29/2015,260798,260836,"$26,622.16 ",39,,57,75,160
7/30/2015,260837,260870,"$35,905.76 ",34,,64,63,128
7/31/2015,260871,260883,$525.00 ,13,,0,48,100
8/3/2015,260884,260922,"$12,810.17 ",39,,51,53,92
8/4/2015,260923,260979,"$42,891.37 ",57,,61,56,118
8/5/2015,260980,261015,"$38,365.45 ",36,,63,60,105
8/6/2015,261016,261065,"$1,606,793.00 ",50,,70,58,136
8/7/2015,261066,261073,"$13,277.87 ",8,,0,53,109
8/10/2015,261074,261117,"$28,052.74 ",44,,66,40,85
8/11/2015,261118,261153,"$45,939.45 ",36,,52,65,160
8/12/2015,261154,261188,"$31,304.73 ",35,,49,71,179
8/13/2015,261189,261235,"$61,662.08 ",47,,56,66,152
8/14/2015,261236,261237,"$1,798.19 ",2,,0,66,146
8/17/2015,261238,261284,"$87,762.72 ",47,,40,37,81
8/18/2015,261285,261322,"$60,621.30 ",38,,63,57,131
8/19/2015,261323,261356,"$52,542.55 ",34,,65,47,115
8/20/2015,261357,261408,"$69,948.54 ",52,,73,70,162
8/21/2015,261409,261419,"$42,514.71 ",11,,0,72,150
8/24/2015,261420,261450,"$33,874.76 ",31,,58,51,109
8/25/2015,261451,261481,"$24,614.64 ",31,,49,67,148
8/26/2015,261482,261511,"$19,042.77 ",30,,63,72,155
8/27/2015,261512,261547,"$83,371.27 ",36,,55,69,159
8/28/2015,261548,261554,"$9,734.45 ",7,,0,69,157
8/31/2015,261555,261612,"$56,716.59 ",58,,84,64,146
9/1/2015,261613,261634,"$26,152.03 ",22,,42,87,203
9/2/2015,261635,261664,"$34,261.43 ",30,,56,60,131
9/3/2015,261665,261705,"$70,047.11 ",41,,62,85,165
9/4/2015,261706,261715,"$3,448.52 ",10,,0,78,165
9/8/2015,261716,261757,"$28,233.00 ",42,,78,43,88
9/9/2015,261758,261787,"$2,055,838.08 ",30,,51,55,141
9/10/2015,261788,261829,"$117,902.67 ",42,,60,71,162
9/11/2015,0,0, $-   ,1,,0,70,141
9/14/2015,261830,261893,"$48,261.68 ",64,,72,42,92
9/15/2015,261894,261929,"$752,313.76 ",36,,53,57,112
9/16/2015,261930,261964,"$43,507.42 ",35,,50,46,92
9/17/2015,261965,261996,"$30,373.42 ",32,,62,56,132
9/18/2015,261997,262017,"$12,109.00 ",21,,0,55,113
9/21/2015,262018,262067,"$66,891.28 ",50,,67,66,127
9/22/2015,262068,262092,"$82,879.57 ",25,,49,68,153
9/23/2015,262093,262142,"$26,594.87 ",50,,45,86,184
9/24/2015,262143,262185,"$100,513.99 ",43,,71,67,152
9/25/2015,262186,262198,"$3,966.74 ",13,,0,67,153
9/28/2015,262199,262252,"$83,664.45 ",54,,73,69,144
9/29/2015,262253,262290,"$51,222.55 ",38,,79,73,182
9/30/2015,262291,262336,"$51,035.97 ",46,,67,59,133
10/1/2015,262337,262378,"$230,609.71 ",42,,59,67,153
10/2/2015,262379,262390,"$5,995.39 ",12,,0,58,123
10/5/2015,262391,262438,"$114,451.91 ",48,,77,58,122
10/6/2015,262439,262479,"$36,023.92 ",41,,44,79,172
10/7/2015,262480,262523,"$64,180.13 ",44,,57,64,155
10/8/2015,262524,262563,"$36,853.58 ",40,,69,65,137
10/9/2015,262564,262582,"$7,208.48 ",19,,0,73,173
10/12/2015,262583,262616,"$38,003.02 ",34,,63,65,140
10/13/2015,262617,262654,"$119,206.33 ",38,,64,64,137
10/14/2015,262655,262693,"$35,115.28 ",39,,45,69,168
10/15/2015,262694,262733,"$172,594.29 ",40,,57,75,158
10/16/2015,262734,262749,"$11,968.69 ",16,,0,75,173
10/19/2015,262750,262794,"$63,640.72 ",45,,70,60,140
10/20/2015,262795,262827,"$14,741.04 ",33,,71,87,202
10/21/2015,262828,262863,"$23,141.02 ",36,,50,91,193
10/22/2015,262864,262902,"$67,230.06 ",39,,60,85,208
10/23/2015,,, $-   ,1,,0,94,218
10/26/2015,262903,262949,"$44,392.19 ",47,,70,59,141
10/27/2015,262950,262986,"$34,159.98 ",37,,49,69,175
10/28/2015,262987,263022,"$83,461.56 ",36,,65,73,178
10/29/2015,263023,263059,"$31,448.98 ",37,,59,57,113
10/30/2015,263060,263062,"$1,422.78 ",3,,0,68,136
11/2/2015,263063,263110,"$58,062.63 ",48,,75,37,83
11/3/2015,263111,263145,"$32,233.75 ",35,,48,56,130
11/4/2015,263146,263188,"$48,476.64 ",43,,43,72,159
11/5/2015,263189,263222,"$82,483.85 ",34,,48,68,156
11/6/2015,263223,263232,"$75,919.96 ",10,,0,64,134
11/9/2015,263233,263276,"$56,265.84 ",44,,67,59,123
11/10/2015,263277,263317,"$46,383.81 ",41,,64,61,136
11/11/2015,,, Holiday ,1,,,,
11/12/2015,263318,263368,"$53,759.47 ",51,,73,95,224
11/13/2015,263369,263394,"$10,890.16 ",26,,0,69,184
11/16/2015,263396,263431,"$28,048.66 ",36,,38,64,117
11/17/2015,263432,263465,"$90,269.45 ",34,,46,67,156
11/18/2015,263466,263501,"$44,549.44 ",36,,65,84,178
11/19/2015,263502,263543,"$49,679.83 ",42,,88,89,174
11/20/2015,263544,263551,"$2,442.05 ",8,,0,100,267
11/23/2015,263552,263587,"$37,763.04 ",36,,58,56,136
11/24/2015,263588,263638,"$114,509.17 ",51,,64,72,184
11/25/2015,263639,263678,"$72,357.22 ",40,,41,63,144
11/26/2015,,, Holiday ,1,,,,
11/27/2015,,, Holiday ,1,,,,
11/30/2015,263679,263704,"$35,481.74 ",26,,51,42,99
12/1/2015,263705,263743,"$33,896.94 ",39,,45,50,100
12/2/2015,263744,263772,"$20,332.74 ",29,,48,63,142
12/3/2015,263773,263811,"$103,167.28 ",39,,79,56,128
12/4/2015,263812,263813,$554.06 ,2,,0,54,164
12/7/2015,263814,263848,"$24,368.66 ",35,,55,43,100
12/8/2015,263849,263873,"$164,950.88 ",25,,54,62,169
12/9/2015,263874,263904,"$22,190.71 ",31,,50,48,111
12/10/2015,263905,263947,"$107,134.46 ",43,,63,53,114
12/11/2015,263948,263951,$854.45 ,4,,0,57,129
12/14/2015,263952,263972,"$49,274.45 ",21,,41,42,74
12/15/2015,263973,264013,"$287,537.37 ",41,,50,59,124
12/16/2015,264014,264039,"$68,541.51 ",26,,50,66,147
12/17/2015,264040,264075,"$40,211.11 ",36,,50,60,125
12/18/2015,264076,264078,$742.42 ,3,,0,56,139
12/21/2015,264079,264117,"$33,402.55 ",39,,49,38,87
12/22/2015,264118,264179,"$45,195.67 ",62,,42,71,168
12/23/2015,264180,264202,"$93,456.77 ",23,,29,63,145
1/4/2016,264203,264255,"$44,039.39 ",53,,41,76,154
1/5/2016,264256,264292,"$48,177.30 ",37,,49,60,137
1/6/2016,264293,264316,"$35,562.20 ",24,,37,70,146
1/7/2016,264317,264357,"$49,923.95 ",41,,55,51,108
1/8/2016,264358,264361,"$2,882.68 ",4,,0,45,76
1/11/2016,264362,264390,"$30,689.64 ",29,,49,42,90
1/12/2016,264391,264421,"$18,706.08 ",31,,33,74,164
1/13/2016,264422,264447,"$16,629.44 ",26,,22,95,209
1/14/2016,264448,264471,"$19,126.98 ",24,,39,53,96
1/15/2016,264472,264473,"$1,592.94 ",2,,0,57,133
1/19/2016,264474,264512,"$38,463.80 ",39,,67,46,121
1/20/2016,264513,264540,"$34,632.79 ",28,,58,96,205
1/21/2016,264541,264577,"$74,675.03 ",37,,60,54,119
1/22/2016,264578,264581,"$15,928.23 ",4,,0,43,112
1/25/2016,264582,264606,"$21,767.41 ",25,,66,40,86
1/26/2016,264607,264653,"$84,359.98 ",47,,56,47,106
1/27/2016,264654,264683,"$21,893.20 ",30,,41,63,131
1/28/2016,264684,264720,"$16,795.17 ",37,,60,49,90
1/29/2016,264721,264729,$748.48 ,9,,0,52,126
2/1/2016,264730,264756,"$50,801.49 ",27,,54,45,89
2/2/2016,264757,264781,"$12,544.25 ",25,,61,62,140
2/3/2016,264784,264808,"$75,836.95 ",25,,40,49,116
2/4/2016,264809,264851,"$60,008.17 ",43,,47,69,139
2/5/2016,264852,264856,$677.98 ,5,,0,68,150
2/8/2016,264857,264885,"$34,580.64 ",29,,33,41,82
2/9/2016,264886,264907,"$26,092.44 ",22,,40,69,111
2/10/2016,264908,264926,"$9,610.77 ",19,,42,57,134
2/11/2016,264927,264957,"$22,580.26 ",31,,56,69,137
2/12/2016,264958,264976,"$29,923.25 ",19,,0,54,117
2/15/2016,HOLIDAY,,,#VALUE!,,0,,
2/16/2016,264977,265014,"$31,150.39 ",38,,61,64,146
2/17/2016,265015,265044,"$28,494.61 ",30,,55,59,119
2/18/2016,265045,265070,"$20,109.75 ",26,,53,68,151
2/19/2016,265017,265075,"$1,351.08 ",59,,0,58,138
2/22/2016,265076,265105,"$84,047.39 ",30,,57,47,101
2/23/2016,265106,265135,"$32,004.27 ",30,,45,54,111
2/24/2016,265136,265177,"$47,578.25 ",42,,51,64,139
2/25/2016,265178,265216,"$67,995.22 ",39,,0,72,140
2/26/2016,,, $-   ,1,,0,73,166
2/29/2016,265217,265250,"$58,340.17 ",34,,63,37,78
3/1/2016,265251,265287,"$92,627.15 ",37,,37,68,135
3/2/2016,265288,265313,"$13,972.98 ",26,,20,70,143
3/3/2016,265314,265329,"$28,798.10 ",16,,61,62,137
3/4/2016,265330,265335,"$4,909.95 ",6,,0,62,151
3/7/2016,265336,265369,"$72,071.83 ",34,,52,36,78
3/8/2016,265370,265417,"$301,025.36 ",48,,48,58,112
3/9/2016,265418,265452,"$52,303.43 ",35,,44,49,111
3/10/2016,265453,265480,"$27,323.78 ",28,,56,73,158
3/11/2016,265481,265484,"$7,800.00 ",4,,0,52,127
3/14/2016,265485,265527,"$78,933.66 ",43,,54,42,95
3/15/2016,265528,265556,"$36,030.77 ",29,,41,50,93
3/16/2016,265557,265595,"$62,204.10 ",39,,48,46,79
3/17/2016,265596,265638,"$72,283.56 ",43,,55,58,138
3/18/2016,265639,265646,"$4,114.82 ",8,,0,61,117
3/21/2016,265647,265687,"$67,689.82 ",41,,56,56,125
3/22/2016,265688,265716,"$49,082.54 ",29,,51,71,149
3/23/2016,265717,265751,"$20,123.27 ",35,,46,57,128
3/24/2016,265752,265785,"$60,771.79 ",34,,43,53,124
3/25/2016,265786,265790,"$2,246.22 ",5,,0,87,163
3/28/2016,265791,265820,"$174,447.24 ",30,,60,43,75
3/29/2016,265821,265854,"$37,179.90 ",34,,27,53,107
3/30/2016,265855,265894,"$71,668.43 ",40,,44,79,192
3/31/2016,265895,265944,"$168,070.38 ",50,,55,56,100
4/1/2016,265945,265950,"$16,963.50 ",6,,0,62,129
4/4/2016,265951,265986,"$56,755.91 ",36,,61,35,81
4/5/2016,265987,266015,"$41,878.65 ",29,,56,62,136
4/6/2016,266016,266053,"$54,984.02 ",38,,61,71,151
4/7/2016,266054,266082,"$26,259.71 ",29,,52,62,132
4/8/2016,266083,266091,"$5,065.55 ",9,,0,59,118
4/11/2016,266091,266126,"$24,155.71 ",36,,63,45,92
4/12/2016,266127,266157,"$143,039.93 ",31,,58,66,136
4/13/2016,266158,266192,"$25,604.25 ",35,,49,52,138
4/14/2016,266193,266232,"$69,203.84 ",40,,46,72,163
4/15/2016,266233,266252,"$23,161.75 ",20,,0,53,113
4/18/2016,266253,266276,"$22,503.62 ",24,,53,38,89
4/19/2016,266277,266316,"$39,129.44 ",40,,51,73,134
4/20/2016,266317,266338,"$16,454.43 ",22,,36,62,134
4/21/2016,266339,266375,"$143,834.57 ",37,,66,59,162
4/22/2016,266376,266383,"$1,737.75 ",8,,0,66,139
4/25/2016,266384,266412,"$16,706.69 ",29,,61,52,99
4/26/2016,266413,266451,"$29,935.42 ",39,,55,72,169
4/27/2016,266452,266480,"$36,971.98 ",29,,51,67,139
4/28/2016,266481,266514,"$31,559.22 ",34,,62,54,125
4/29/2016,266515,266518,$826.56 ,4,,0,63,143
5/2/2016,266519,266551,"$28,766.97 ",33,,64,42,88
5/3/2016,266552,266583,"$47,227.41 ",32,,47,58,134
5/4/2016,266584,266613,"$3,245,878.47 ",30,,50,74,162
5/5/2016,266614,266649,"$55,213.10 ",36,,50,66,132
5/6/2016,266650,266654,"$14,557.51 ",5,,0,57,131
5/9/2016,266655,266691,"$61,870.23 ",37,,76,45,94
5/10/2016,266692,266724,"$30,226.76 ",33,,37,62,137
5/11/2016,266725,266754,"$61,482.61 ",30,,57,74,152
5/12/2016,266755,266791,"$78,833.50 ",37,,66,94,206
5/13/2016,266792,266796,"$1,529.10 ",5,,0,94,206
5/16/2016,266797,266841,"$88,765.27 ",45,,80,52,108
5/17/2016,266842,266882,"$51,858.29 ",41,,58,64,145
5/18/2016,266883,266911,"$38,904.35 ",29,,52,52,95
5/19/2016,266912,266941,"$29,729.55 ",30,,49,77,197
5/20/2016,266942,266947,"$2,412.24 ",6,,0,78,183
5/23/2016,266948,266985,"$34,288.66 ",38,,62,55,95
5/24/2016,266986,267009,"$14,312.29 ",24,,46,68,157
5/25/2016,267010,267044,"$57,112.38 ",35,,56,71,143
5/26/2016,267045,267086,"$47,804.59 ",42,,55,52,106
5/27/2016,267087,267093,"$5,736.74 ",7,,0,64,167
5/30/2016,HOLIDAY,,,#VALUE!,,,,
5/31/2016,267094,267140,"$128,168.69 ",47,,40,70,46
6/1/2016,267141,267178,"$48,016.73 ",38,,54,69,158
6/2/2016,267179,267212,"$31,495.14 ",34,,48,71,174
6/3/2016,267213,267220,"$16,929.01 ",8,,0,67,171
6/6/2016,267221,267256,"$27,560.28 ",36,,69,48,95
6/7/2016,267257,267291,"$30,840.06 ",35,,57,77,200
6/8/2016,267292,267323,"$30,371.14 ",32,,59,74,163
6/9/2016,267324,267360,"$49,126.86 ",37,,51,56,131
6/10/2016,267361,267363,"$3,037.50 ",3,,0,66,146
6/13/2016,267364,267416,"$115,225.54 ",53,,68,58,141
6/14/2016,267417,267446,"$66,848.11 ",30,,49,71,169
6/15/2016,267447,267482,"$35,877.17 ",36,,56,77,180
6/16/2016,267483,267525,"$72,366.75 ",43,,70,73,186
6/17/2016,267526,267536,"$33,013.00 ",11,,0,69,188
6/20/2016,267537,267564,"$22,251.90 ",28,,56,46,90
6/21/2016,267565,267599,"$31,022.97 ",35,,49,66,133
6/22/2016,267600,267647,"$47,515.13 ",48,,56,57,137
6/23/2016,267648,267679,"$29,760.54 ",32,,63,96,203
6/24/2016,267680,267698,"$30,853.18 ",19,,0,68,160
6/27/2016,267699,267738,"$30,055.62 ",40,,71,45,85
6/28/2016,267739,267776,"$39,613.99 ",38,,55,61,129
6/29/2016,267777,267812,"$19,509.97 ",36,,53,56,139
6/30/2016,267813,267838,"$18,538.49 ",26,,51,67,155
7/1/2016,267839,267847,"$1,899.24 ",9,,0,69,163
7/4/2016,,,,1,,,,
7/5/2016,267848,267877,"$20,589.40 ",30,,57,46,94
7/6/2016,267878,267907,"$33,766.35 ",30,,54,54,132
7/7/2016,267908,267945,"$39,199.18 ",38,,82,81,189
7/8/2016,267946,267949,$993.22 ,4,,0,69,155
7/11/2016,119117,119149,"$18,819.76 ",33,,71,50,132
7/12/2016,119147,119184,"$44,259.13 ",38,,61,68,151
7/13/2016,119185,300033,"$56,291.35 ",180849,,49,66,175
7/14/2016,300034,300064,"$32,819.36 ",31,,59,59,144
7/15/2016,300065,300074,"$2,678.02 ",10,,0,49,105
7/18/2016,300075,300125,"$26,615.12 ",51,,46,43,107
7/19/2016,300126,300160,"$15,212.07 ",35,,48,67,184
7/20/2016,300161,300204,"$44,980.04 ",44,,58,67,153
7/21/2016,300205,300255,"$112,661.13 ",51,,65,69,160
7/22/2016,300256,300279,"$10,083.05 ",24,,0,68,168
7/25/2016,300280,300339,"$33,997.79 ",60,,77,51,117
7/26/2016,300340,300379,"$27,637.19 ",40,,59,70,163
7/27/2016,300380,300417,"$34,846.99 ",38,,65,58,141
7/28/2016,300418,300471,"$109,770.50 ",54,,74,60,148
7/29/2016,300472,300492,"$10,339.40 ",21,,0,57,134
8/1/2016,300493,300522,"$20,439.36 ",30,,52,42,104
8/2/2016,300526,300552,"$23,106.93 ",27,,32,57,123
8/3/2016,300553,300588,"$74,823.60 ",36,,47,72,160
8/4/2016,300589,300636,"$74,295.15 ",48,,68,49,132
8/5/2016,300637,300655,"$3,759.80 ",19,,0,49,95
8/8/2016,300656,300707,"$61,126.44 ",52,,72,34,70
8/9/2016,300705,300757,"$32,993.65 ",53,,49,53,93
8/10/2016,300758,300798,"$27,118.18 ",41,,57,55,116
8/11/2016,300799,300838,"$59,895.23 ",40,,50,30,63
8/12/2016,300839,300850,"$2,121.63 ",12,,0,53,129
8/15/2016,300851,300913,"$50,271.22 ",63,,71,24,44
8/16/2016,300914,300947,"$74,792.17 ",34,,46,40,86
8/17/2016,300948,301009,"$38,147.69 ",62,,50,66,153
8/18/2016,301010,301048,"$29,775.38 ",39,,51,37,82
8/19/2016,301049,301071,"$6,622.95 ",23,,0,31,76
8/22/2016,301072,301120,"$36,015.76 ",49,,70,41,78
8/23/2016,301121,301152,"$34,088.61 ",32,,53,53,111
8/24/2016,301153,301197,"$67,052.88 ",45,,52,44,96
8/25/2016,301198,301257,"$32,199.39 ",60,,58,51,146
8/26/2016,301259,301269,"$7,994.80 ",11,,0,59,172
8/29/2016,301270,301311,"$18,897.90 ",42,,63,39,92
8/30/2016,301312,301363,"$58,642.94 ",52,,53,74,196
8/31/2016,301364,301407,"$26,894.74 ",44,,51,40,91
9/1/2016,301408,301438,"$33,599.44 ",31,,58,80,244
9/2/2016,301439,301466,"$6,682.42 ",28,,0,51,127
9/6/2016,301467,301496,"$22,521.01 ",30,,55,54,188
9/7/2016,301497,301532,"$23,354.80 ",36,,55,44,103
9/8/2016,301533,301573,"$59,574.97 ",41,,65,43,123
9/9/2016,301574,301596,"$4,875.18 ",23,,0,84,176
9/12/2016,301603,301654,"$91,912.76 ",52,,84,23,55
9/13/2016,301655,301693,"$26,477.36 ",39,,64,46,124
9/14/2016,301694,301727,"$66,098.45 ",34,,41,52,137
9/15/2016,301728,301769,"$30,781.69 ",42,,57,49,116
9/16/2016,301770,301804,"$21,512.57 ",35,,0,58,140
9/19/2016,301806,301849,"$64,395.19 ",44,,58,34,77
9/20/2016,301850,301889,"$44,169.30 ",40,,51,52,121
9/21/2016,301890,301943,"$47,592.58 ",54,,58,50,121
9/22/2016,301946,302031,"$338,067.97 ",86,,58,44,106
9/23/2016,302032,302040,"$14,414.28 ",9,,0,53,154
9/26/2016,302041,302081,"$33,513.03 ",41,,59,28,58
9/27/2016,302082,302115,"$22,993.39 ",34,,54,46,104
9/28/2016,302116,302164,"$58,080.95 ",49,,60,46,111
9/29/2016,302165,302206,"$90,997.42 ",42,,49,54,137
9/30/2016,302207,302213,"$46,335.62 ",7,,0,61,129
10/3/2016,302214,302261,"$23,682.17 ",48,,78,30,66
10/4/2016,302262,302295,"$42,860.82 ",34,,61,50,120
10/5/2016,302296,302353,"$50,145.44 ",58,,34,35,90
10/6/2016,302354,302393,"$27,703.51 ",40,,0,54,148
10/10/2016,302394,302421,"$12,514.32 ",28,,67,45,104
10/11/2016,302459,302483,"$28,522.38 ",25,,65,50,105
10/12/2016,302484,302518,"$108,437.59 ",35,,58,50,119
10/13/2016,302519,302581,"$1,120,875.72 ",63,,48,51,126
10/14/2016,302582,302584,$205.00 ,3,,0,49,116
10/17/2016,302585,302633,"$21,492.90 ",49,,56,28,77
10/18/2016,302634,302677,"$40,647.30 ",44,,64,43,99
10/19/2016,302678,302706,"$49,008.82 ",29,,50,46,103
10/20/2016,302707,302748,"$34,011.80 ",42,,47,64,146
10/21/2016,302749,302762,"$4,235.78 ",14,,0,47,118
10/24/2016,302763,302800,"$59,050.10 ",38,,71,32,70
10/25/2016,302801,302845,"$74,535.93 ",45,,54,59,138
10/26/2016,302846,302883,"$44,319.61 ",38,,43,51,105
10/27/2016,302880,302915,"$163,232.49 ",36,,61,38,96
10/28/2016,302916,302921,"$3,699.04 ",6,,0,55,142
10/31/2016,302922,302957,"$29,162.49 ",36,,74,28,72
11/1/2016,302958,302999,"$52,900.05 ",42,,54,59,151
11/2/2016,303000,303040,"$27,871.47 ",41,,45,60,145
11/3/2016,303030,303070,"$28,522.52 ",41,,71,55,151
11/4/2016,303071,303074,"$7,981.41 ",4,,0,41,113
11/7/2016,303075,303114,"$231,629.00 ",40,,53,25,48
11/8/2016,303115,303160,"$123,727.81 ",46,,46,56,158
11/9/2016,303161,303198,"$29,380.28 ",38,,53,49,97
11/10/2016,303199,303237,"$238,297.35 ",39,,51,45,92
11/14/2016,303238,303258,"$63,324.39 ",21,,45,59,131
11/15/2016,303259,303290,"$34,458.47 ",32,,36,56,138
11/16/2016,303285,303316,"$24,856.39 ",32,,44,64,135
